date;time;type;value;unit
28/01/2015;13:21:47.044;indoor relative humidity;36.0;%
28/01/2015;13:21:51.744;indoor temperature;21.8;°C
28/01/2015;13:21:56.654;volatile organic compounds;0.04;ppm
28/01/2015;13:22:02.175;carbon dioxide;398;ppm
28/01/2015;13:22:46.436;indoor relative humidity;36.0;%
28/01/2015;13:23:44.359;indoor relative humidity;36.0;%
28/01/2015;13:24:47.152;indoor relative humidity;36.0;%
28/01/2015;13:24:52.062;indoor temperature;21.8;°C
28/01/2015;13:24:54.252;volatile organic compounds;0.04;ppm
28/01/2015;13:24:59.372;carbon dioxide;390;ppm
28/01/2015;13:25:45.944;indoor relative humidity;36.0;%
28/01/2015;13:26:45.577;indoor relative humidity;36.0;%
28/01/2015;13:27:44.849;indoor relative humidity;36.0;%
28/01/2015;13:27:50.059;indoor temperature;21.7;°C
28/01/2015;13:27:54.079;volatile organic compounds;0.04;ppm
28/01/2015;13:27:59.171;carbon dioxide;390;ppm
28/01/2015;13:28:45.943;indoor relative humidity;36.0;%
28/01/2015;13:29:45.165;indoor relative humidity;36.0;%
28/01/2015;13:30:45.538;indoor relative humidity;36.0;%
28/01/2015;13:30:49.248;indoor temperature;21.6;°C
28/01/2015;13:30:56.688;volatile organic compounds;0.04;ppm
28/01/2015;13:30:59.578;carbon dioxide;390;ppm
28/01/2015;13:31:46.550;indoor relative humidity;36.0;%
28/01/2015;13:32:45.032;indoor relative humidity;36.0;%
28/01/2015;13:33:45.855;indoor relative humidity;37.0;%
28/01/2015;13:33:49.755;indoor temperature;21.3;°C
28/01/2015;13:33:55.056;volatile organic compounds;0.04;ppm
28/01/2015;13:34:00.176;carbon dioxide;390;ppm
28/01/2015;13:34:47.048;indoor relative humidity;37.0;%
28/01/2015;13:35:47.070;indoor relative humidity;37.0;%
28/01/2015;13:36:46.652;indoor relative humidity;37.0;%
28/01/2015;13:36:49.263;indoor temperature;21.3;°C
28/01/2015;13:36:55.163;volatile organic compounds;0.04;ppm
28/01/2015;13:37:01.393;carbon dioxide;405;ppm
28/01/2015;13:37:44.155;indoor relative humidity;37.0;%
28/01/2015;13:38:44.447;indoor relative humidity;37.0;%
28/01/2015;13:39:45.949;indoor relative humidity;37.0;%
28/01/2015;13:39:50.751;indoor temperature;21.5;°C
28/01/2015;13:39:56.081;volatile organic compounds;0.04;ppm
28/01/2015;13:40:01.091;carbon dioxide;394;ppm
28/01/2015;13:40:46.153;indoor relative humidity;37.0;%
28/01/2015;13:41:44.945;indoor relative humidity;38.0;%
28/01/2015;13:42:46.757;indoor relative humidity;38.0;%
28/01/2015;13:42:52.067;indoor temperature;21.7;°C
28/01/2015;13:42:57.188;volatile organic compounds;0.04;ppm
28/01/2015;13:43:01.678;carbon dioxide;390;ppm
28/01/2015;13:43:45.850;indoor relative humidity;38.0;%
28/01/2015;13:44:45.452;indoor relative humidity;38.0;%
28/01/2015;13:45:46.254;indoor relative humidity;38.0;%
28/01/2015;13:45:49.964;indoor temperature;21.4;°C
28/01/2015;13:45:55.185;volatile organic compounds;0.04;ppm
28/01/2015;13:46:00.605;carbon dioxide;390;ppm
28/01/2015;13:46:46.537;indoor relative humidity;38.0;%
28/01/2015;13:47:47.169;indoor relative humidity;38.0;%
28/01/2015;13:48:44.542;indoor relative humidity;38.0;%
28/01/2015;13:48:51.552;indoor temperature;21.9;°C
28/01/2015;13:48:55.182;volatile organic compounds;0.03;ppm
28/01/2015;13:49:01.982;carbon dioxide;390;ppm
28/01/2015;13:49:46.054;indoor relative humidity;38.0;%
28/01/2015;13:50:44.078;indoor relative humidity;38.0;%
28/01/2015;13:51:46.152;indoor relative humidity;38.0;%
28/01/2015;13:51:50.852;indoor temperature;21.5;°C
28/01/2015;13:51:55.682;volatile organic compounds;0.03;ppm
28/01/2015;13:52:00.802;carbon dioxide;390;ppm
28/01/2015;13:52:44.854;indoor relative humidity;38.0;%
28/01/2015;13:53:44.747;indoor relative humidity;38.0;%
28/01/2015;13:54:46.759;indoor relative humidity;38.0;%
28/01/2015;13:54:51.479;indoor temperature;21.8;°C
28/01/2015;13:54:55.679;volatile organic compounds;0.03;ppm
28/01/2015;13:55:00.500;carbon dioxide;390;ppm
28/01/2015;13:55:45.961;indoor relative humidity;38.0;%
28/01/2015;13:56:45.264;indoor relative humidity;38.0;%
28/01/2015;13:57:47.166;indoor relative humidity;38.0;%
28/01/2015;13:57:50.966;indoor temperature;21.6;°C
28/01/2015;13:57:54.557;volatile organic compounds;0.03;ppm
28/01/2015;13:58:01.777;carbon dioxide;390;ppm
28/01/2015;13:58:44.359;indoor relative humidity;38.0;%
28/01/2015;13:59:45.851;indoor relative humidity;38.0;%
28/01/2015;14:00:45.363;indoor relative humidity;38.0;%
28/01/2015;14:00:50.064;indoor temperature;21.6;°C
28/01/2015;14:00:54.884;volatile organic compounds;0.03;ppm
28/01/2015;14:01:00.094;carbon dioxide;390;ppm
28/01/2015;14:01:46.456;indoor relative humidity;38.0;%
28/01/2015;14:02:47.068;indoor relative humidity;38.0;%
28/01/2015;14:03:46.372;indoor relative humidity;38.0;%
28/01/2015;14:03:51.462;indoor temperature;21.8;°C
28/01/2015;14:03:55.382;volatile organic compounds;0.03;ppm
28/01/2015;14:04:00.292;carbon dioxide;390;ppm
28/01/2015;14:04:44.955;indoor relative humidity;38.0;%
28/01/2015;14:05:44.067;indoor relative humidity;38.0;%
28/01/2015;14:06:46.150;indoor relative humidity;38.0;%
28/01/2015;14:06:50.880;indoor temperature;21.5;°C
28/01/2015;14:06:55.380;volatile organic compounds;0.03;ppm
28/01/2015;14:07:00.190;carbon dioxide;398;ppm
28/01/2015;14:07:46.472;indoor relative humidity;38.0;%
28/01/2015;14:08:45.645;indoor relative humidity;38.0;%
28/01/2015;14:09:46.757;indoor relative humidity;38.0;%
28/01/2015;14:09:51.567;indoor temperature;21.9;°C
28/01/2015;14:09:54.567;volatile organic compounds;0.03;ppm
28/01/2015;14:10:00.498;carbon dioxide;398;ppm
28/01/2015;14:10:46.860;indoor relative humidity;38.0;%
28/01/2015;14:11:45.952;indoor relative humidity;38.0;%
28/01/2015;14:12:46.164;indoor relative humidity;38.0;%
28/01/2015;14:12:51.975;indoor temperature;21.9;°C
28/01/2015;14:12:54.405;volatile organic compounds;0.02;ppm
28/01/2015;14:13:00.005;carbon dioxide;398;ppm
28/01/2015;14:13:46.667;indoor relative humidity;38.0;%
28/01/2015;14:14:44.769;indoor relative humidity;38.0;%
28/01/2015;14:15:45.172;indoor relative humidity;38.0;%
28/01/2015;14:15:51.673;indoor temperature;21.9;°C
28/01/2015;14:15:56.193;volatile organic compounds;0.03;ppm
28/01/2015;14:16:00.903;carbon dioxide;396;ppm
28/01/2015;14:16:45.165;indoor relative humidity;38.0;%
28/01/2015;14:17:46.258;indoor relative humidity;39.0;%
28/01/2015;14:18:45.860;indoor relative humidity;39.0;%
28/01/2015;14:18:51.670;indoor temperature;22.0;°C
28/01/2015;14:18:54.200;volatile organic compounds;0.02;ppm
28/01/2015;14:19:01.891;carbon dioxide;399;ppm
28/01/2015;14:19:44.783;indoor relative humidity;39.0;%
28/01/2015;14:20:46.275;indoor relative humidity;39.0;%
28/01/2015;14:21:46.648;indoor relative humidity;39.0;%
28/01/2015;14:21:51.768;indoor temperature;21.7;°C
28/01/2015;14:21:54.198;volatile organic compounds;0.03;ppm
28/01/2015;14:22:00.198;carbon dioxide;402;ppm
28/01/2015;14:22:45.560;indoor relative humidity;39.0;%
28/01/2015;14:23:46.372;indoor relative humidity;39.0;%
28/01/2015;14:24:47.074;indoor relative humidity;39.0;%
28/01/2015;14:24:49.174;indoor temperature;21.8;°C
28/01/2015;14:24:56.095;volatile organic compounds;0.02;ppm
28/01/2015;14:25:00.495;carbon dioxide;398;ppm
28/01/2015;14:25:46.477;indoor relative humidity;39.0;%
28/01/2015;14:26:44.060;indoor relative humidity;39.0;%
28/01/2015;14:27:46.453;indoor relative humidity;39.0;%
28/01/2015;14:27:49.063;indoor temperature;22.0;°C
28/01/2015;14:27:54.793;volatile organic compounds;0.02;ppm
28/01/2015;14:28:00.294;carbon dioxide;394;ppm
28/01/2015;14:28:46.465;indoor relative humidity;39.0;%
28/01/2015;14:29:44.558;indoor relative humidity;39.0;%
28/01/2015;14:30:45.580;indoor relative humidity;39.0;%
28/01/2015;14:30:51.080;indoor temperature;21.8;°C
28/01/2015;14:30:56.770;volatile organic compounds;0.02;ppm
28/01/2015;14:31:01.680;carbon dioxide;399;ppm
28/01/2015;14:31:44.363;indoor relative humidity;39.0;%
28/01/2015;14:32:45.266;indoor relative humidity;39.0;%
28/01/2015;14:33:45.578;indoor relative humidity;39.0;%
28/01/2015;14:33:50.968;indoor temperature;21.9;°C
28/01/2015;14:33:56.789;volatile organic compounds;0.02;ppm
28/01/2015;14:34:01.009;carbon dioxide;399;ppm
28/01/2015;14:34:46.861;indoor relative humidity;39.0;%
28/01/2015;14:35:45.853;indoor relative humidity;39.0;%
28/01/2015;14:36:46.485;indoor relative humidity;39.0;%
28/01/2015;14:36:49.275;indoor temperature;21.9;°C
28/01/2015;14:36:56.996;volatile organic compounds;0.02;ppm
28/01/2015;14:36:59.606;carbon dioxide;402;ppm
28/01/2015;14:37:44.888;indoor relative humidity;39.0;%
28/01/2015;14:38:46.470;indoor relative humidity;39.0;%
28/01/2015;14:39:45.464;indoor relative humidity;39.0;%
28/01/2015;14:39:51.874;indoor temperature;21.5;°C
28/01/2015;14:39:54.484;volatile organic compounds;0.02;ppm
28/01/2015;14:39:59.914;carbon dioxide;405;ppm
28/01/2015;14:40:44.576;indoor relative humidity;39.0;%
28/01/2015;14:41:44.978;indoor relative humidity;39.0;%
28/01/2015;14:42:44.071;indoor relative humidity;39.0;%
28/01/2015;14:42:51.971;indoor temperature;21.5;°C
28/01/2015;14:42:54.281;volatile organic compounds;0.02;ppm
28/01/2015;14:43:00.691;carbon dioxide;405;ppm
28/01/2015;14:43:46.953;indoor relative humidity;39.0;%
28/01/2015;14:44:45.567;indoor relative humidity;39.0;%
28/01/2015;14:45:47.069;indoor relative humidity;39.0;%
28/01/2015;14:45:49.269;indoor temperature;21.5;°C
28/01/2015;14:45:55.000;volatile organic compounds;0.02;ppm
28/01/2015;14:45:59.490;carbon dioxide;405;ppm
28/01/2015;14:46:45.962;indoor relative humidity;39.0;%
28/01/2015;14:47:45.474;indoor relative humidity;39.0;%
28/01/2015;14:48:47.176;indoor relative humidity;39.0;%
28/01/2015;14:48:51.367;indoor temperature;21.6;°C
28/01/2015;14:48:57.187;volatile organic compounds;0.02;ppm
28/01/2015;14:48:59.497;carbon dioxide;405;ppm
28/01/2015;14:49:44.559;indoor relative humidity;39.0;%
28/01/2015;14:50:45.971;indoor relative humidity;39.0;%
28/01/2015;14:51:44.285;indoor relative humidity;39.0;%
28/01/2015;14:51:49.785;indoor temperature;21.7;°C
28/01/2015;14:51:54.485;volatile organic compounds;0.02;ppm
28/01/2015;14:52:00.395;carbon dioxide;405;ppm
28/01/2015;14:52:44.867;indoor relative humidity;39.0;%
28/01/2015;14:53:46.180;indoor relative humidity;39.0;%
28/01/2015;14:54:44.282;indoor relative humidity;39.0;%
28/01/2015;14:54:51.883;indoor temperature;21.7;°C
28/01/2015;14:54:54.583;volatile organic compounds;0.02;ppm
28/01/2015;14:55:00.104;carbon dioxide;399;ppm
28/01/2015;14:55:44.786;indoor relative humidity;39.0;%
28/01/2015;14:56:44.678;indoor relative humidity;39.0;%
28/01/2015;14:57:45.070;indoor relative humidity;40.0;%
28/01/2015;14:57:49.671;indoor temperature;21.6;°C
28/01/2015;14:57:57.111;volatile organic compounds;0.02;ppm
28/01/2015;14:58:01.721;carbon dioxide;405;ppm
28/01/2015;14:58:46.763;indoor relative humidity;39.0;%
28/01/2015;14:59:44.675;indoor relative humidity;40.0;%
28/01/2015;15:00:45.997;indoor relative humidity;40.0;%
28/01/2015;15:00:51.388;indoor temperature;21.7;°C
28/01/2015;15:00:56.888;volatile organic compounds;0.02;ppm
28/01/2015;15:00:59.498;carbon dioxide;402;ppm
28/01/2015;15:01:46.290;indoor relative humidity;40.0;%
28/01/2015;15:02:44.693;indoor relative humidity;40.0;%
28/01/2015;15:03:46.086;indoor relative humidity;40.0;%
28/01/2015;15:03:51.477;indoor temperature;21.7;°C
28/01/2015;15:03:56.397;volatile organic compounds;0.02;ppm
28/01/2015;15:04:01.897;carbon dioxide;399;ppm
28/01/2015;15:04:45.389;indoor relative humidity;40.0;%
28/01/2015;15:05:44.561;indoor relative humidity;40.0;%
28/01/2015;15:06:46.874;indoor relative humidity;40.0;%
28/01/2015;15:06:51.174;indoor temperature;21.4;°C
28/01/2015;15:06:55.404;volatile organic compounds;0.02;ppm
28/01/2015;15:07:02.204;carbon dioxide;405;ppm
28/01/2015;15:07:47.076;indoor relative humidity;40.0;%
28/01/2015;15:08:44.488;indoor relative humidity;40.0;%
28/01/2015;15:09:44.071;indoor relative humidity;40.0;%
28/01/2015;15:09:51.901;indoor temperature;21.6;°C
28/01/2015;15:09:54.411;volatile organic compounds;0.02;ppm
28/01/2015;15:10:00.011;carbon dioxide;402;ppm
28/01/2015;15:10:46.974;indoor relative humidity;40.0;%
28/01/2015;15:11:46.567;indoor relative humidity;40.0;%
28/01/2015;15:12:44.590;indoor relative humidity;40.0;%
28/01/2015;15:12:50.390;indoor temperature;21.7;°C
28/01/2015;15:12:55.820;volatile organic compounds;0.02;ppm
28/01/2015;15:13:01.290;carbon dioxide;396;ppm
28/01/2015;15:13:46.192;indoor relative humidity;40.0;%
28/01/2015;15:14:46.465;indoor relative humidity;40.0;%
28/01/2015;15:15:44.668;indoor relative humidity;40.0;%
28/01/2015;15:15:52.089;indoor temperature;21.5;°C
28/01/2015;15:15:56.279;volatile organic compounds;0.02;ppm
28/01/2015;15:16:01.019;carbon dioxide;396;ppm
28/01/2015;15:16:44.271;indoor relative humidity;40.0;%
28/01/2015;15:17:44.793;indoor relative humidity;40.0;%
28/01/2015;15:18:46.666;indoor relative humidity;40.0;%
28/01/2015;15:18:52.086;indoor temperature;21.6;°C
28/01/2015;15:18:54.696;volatile organic compounds;0.02;ppm
28/01/2015;15:18:59.096;carbon dioxide;396;ppm
28/01/2015;15:19:44.978;indoor relative humidity;40.0;%
28/01/2015;15:20:46.891;indoor relative humidity;40.0;%
28/01/2015;15:21:44.873;indoor relative humidity;40.0;%
28/01/2015;15:21:50.713;indoor temperature;21.6;°C
28/01/2015;15:21:55.723;volatile organic compounds;0.02;ppm
28/01/2015;15:22:01.534;carbon dioxide;396;ppm
28/01/2015;15:22:46.275;indoor relative humidity;40.0;%
28/01/2015;15:23:46.279;indoor relative humidity;40.0;%
28/01/2015;15:24:44.091;indoor relative humidity;40.0;%
28/01/2015;15:24:52.201;indoor temperature;21.6;°C
28/01/2015;15:24:54.091;volatile organic compounds;0.01;ppm
28/01/2015;15:25:02.222;carbon dioxide;398;ppm
28/01/2015;15:25:44.803;indoor relative humidity;40.0;%
28/01/2015;15:26:46.586;indoor relative humidity;40.0;%
28/01/2015;15:27:44.589;indoor relative humidity;40.0;%
28/01/2015;15:27:50.699;indoor temperature;21.6;°C
28/01/2015;15:27:56.910;volatile organic compounds;0.02;ppm
28/01/2015;15:27:59.510;carbon dioxide;396;ppm
28/01/2015;15:28:45.782;indoor relative humidity;40.0;%
28/01/2015;15:29:45.084;indoor relative humidity;40.0;%
28/01/2015;15:30:44.586;indoor relative humidity;40.0;%
28/01/2015;15:30:50.797;indoor temperature;21.7;°C
28/01/2015;15:30:56.907;volatile organic compounds;0.01;ppm
28/01/2015;15:30:59.207;carbon dioxide;394;ppm
28/01/2015;15:31:46.469;indoor relative humidity;40.0;%
28/01/2015;15:32:45.381;indoor relative humidity;40.0;%
28/01/2015;15:33:44.173;indoor relative humidity;40.0;%
28/01/2015;15:33:49.084;indoor temperature;21.7;°C
28/01/2015;15:33:54.204;volatile organic compounds;0.01;ppm
28/01/2015;15:33:59.114;carbon dioxide;394;ppm
28/01/2015;15:34:46.286;indoor relative humidity;40.0;%
28/01/2015;15:35:46.778;indoor relative humidity;40.0;%
28/01/2015;15:36:44.491;indoor relative humidity;40.0;%
28/01/2015;15:36:50.991;indoor temperature;21.7;°C
28/01/2015;15:36:56.121;volatile organic compounds;0.01;ppm
28/01/2015;15:36:59.401;carbon dioxide;398;ppm
28/01/2015;15:37:45.983;indoor relative humidity;40.0;%
28/01/2015;15:38:45.787;indoor relative humidity;40.0;%
28/01/2015;15:39:44.989;indoor relative humidity;40.0;%
28/01/2015;15:39:50.209;indoor temperature;21.6;°C
28/01/2015;15:39:56.619;volatile organic compounds;0.01;ppm
28/01/2015;15:39:59.519;carbon dioxide;398;ppm
28/01/2015;15:40:46.481;indoor relative humidity;40.0;%
28/01/2015;15:41:44.103;indoor relative humidity;40.0;%
28/01/2015;15:42:44.896;indoor relative humidity;40.0;%
28/01/2015;15:42:50.106;indoor temperature;21.6;°C
28/01/2015;15:42:54.987;volatile organic compounds;0.01;ppm
28/01/2015;15:42:59.817;carbon dioxide;394;ppm
28/01/2015;15:43:44.599;indoor relative humidity;40.0;%
28/01/2015;15:44:47.181;indoor relative humidity;40.0;%
28/01/2015;15:45:45.184;indoor relative humidity;40.0;%
28/01/2015;15:45:51.214;indoor temperature;21.2;°C
28/01/2015;15:45:57.114;volatile organic compounds;0.01;ppm
28/01/2015;15:46:00.224;carbon dioxide;399;ppm
28/01/2015;15:46:47.096;indoor relative humidity;39.0;%
28/01/2015;15:47:46.298;indoor relative humidity;39.0;%
28/01/2015;15:48:44.700;indoor relative humidity;39.0;%
28/01/2015;15:48:50.801;indoor temperature;21.5;°C
28/01/2015;15:48:56.321;volatile organic compounds;0.01;ppm
28/01/2015;15:48:59.231;carbon dioxide;394;ppm
28/01/2015;15:49:46.083;indoor relative humidity;39.0;%
28/01/2015;15:50:44.698;indoor relative humidity;39.0;%
28/01/2015;15:51:45.890;indoor relative humidity;39.0;%
28/01/2015;15:51:51.100;indoor temperature;21.5;°C
28/01/2015;15:51:55.920;volatile organic compounds;0.01;ppm
28/01/2015;15:52:01.001;carbon dioxide;394;ppm
28/01/2015;15:52:46.803;indoor relative humidity;39.0;%
28/01/2015;15:53:44.095;indoor relative humidity;39.0;%
28/01/2015;15:54:44.387;indoor relative humidity;39.0;%
28/01/2015;15:54:51.598;indoor temperature;21.5;°C
28/01/2015;15:54:57.018;volatile organic compounds;0.01;ppm
28/01/2015;15:55:01.928;carbon dioxide;390;ppm
28/01/2015;15:55:45.090;indoor relative humidity;39.0;%
28/01/2015;15:56:45.502;indoor relative humidity;39.0;%
28/01/2015;15:57:46.795;indoor relative humidity;39.0;%
28/01/2015;15:57:50.685;indoor temperature;21.6;°C
28/01/2015;15:57:56.795;volatile organic compounds;0.01;ppm
28/01/2015;15:58:00.225;carbon dioxide;390;ppm
28/01/2015;15:58:47.207;indoor relative humidity;39.0;%
28/01/2015;15:59:45.399;indoor relative humidity;39.0;%
28/01/2015;16:00:47.012;indoor relative humidity;39.0;%
28/01/2015;16:00:52.092;indoor temperature;21.5;°C
28/01/2015;16:00:55.932;volatile organic compounds;0.01;ppm
28/01/2015;16:01:00.032;carbon dioxide;390;ppm
28/01/2015;16:01:46.994;indoor relative humidity;39.0;%
28/01/2015;16:02:44.717;indoor relative humidity;39.0;%
28/01/2015;16:03:46.800;indoor relative humidity;39.0;%
28/01/2015;16:03:51.020;indoor temperature;21.4;°C
28/01/2015;16:03:56.240;volatile organic compounds;0.01;ppm
28/01/2015;16:03:59.230;carbon dioxide;390;ppm
28/01/2015;16:04:44.523;indoor relative humidity;39.0;%
28/01/2015;16:05:45.025;indoor relative humidity;39.0;%
28/01/2015;16:06:45.308;indoor relative humidity;39.0;%
28/01/2015;16:06:50.608;indoor temperature;21.7;°C
28/01/2015;16:06:54.528;volatile organic compounds;0.01;ppm
28/01/2015;16:06:59.738;carbon dioxide;390;ppm
28/01/2015;16:07:45.300;indoor relative humidity;39.0;%
28/01/2015;16:08:46.103;indoor relative humidity;39.0;%
28/01/2015;16:09:46.515;indoor relative humidity;39.0;%
28/01/2015;16:09:51.595;indoor temperature;21.8;°C
28/01/2015;16:09:54.625;volatile organic compounds;0.01;ppm
28/01/2015;16:10:02.146;carbon dioxide;402;ppm
28/01/2015;16:10:44.307;indoor relative humidity;39.0;%
28/01/2015;16:11:46.910;indoor relative humidity;39.0;%
28/01/2015;16:12:44.292;indoor relative humidity;39.0;%
28/01/2015;16:12:50.613;indoor temperature;21.8;°C
28/01/2015;16:12:56.513;volatile organic compounds;0.01;ppm
28/01/2015;16:12:59.243;carbon dioxide;405;ppm
28/01/2015;16:13:46.805;indoor relative humidity;39.0;%
